Video	Average Accuracy	F1 Score
0318-R	0.569570567890866	0.5708778248445143
0319-L	0.5702882637944857	0.5715298457236891
0319-M	0.5713260819254802	0.5725377378528465
0319-R	0.5718067161467795	0.5729500881217473
0320-L	0.5723563591638744	0.5734674603415252
0320-M	0.5732818612430052	0.5744030190334848
0320-R	0.573829566091396	0.5749332797028234
0321-L	0.572662370801577	0.5737724670790463
0321-M	0.5716820205403976	0.5722156186579183
0321-R	0.5710121800299616	0.5712069363172789
0322-L	0.5729210174029451	0.5733607911414649
0322-M	0.5743247168167296	0.5752003142775052
0322-R	0.5751195522793242	0.5760509844791475
0323-L	0.5748862321635172	0.575982991416649
0323-M	0.5750301336007374	0.5761380855113246
0323-R	0.5753708071802662	0.5764722949315527
0324-L	0.5753894342642867	0.5762330232528798
0324-M	0.5764715067878161	0.5768887290593196
0324-R	0.5779953037579599	0.5780820770164637
0325-L	0.578028894292662	0.5781096239700254
0325-M	0.5785182292524337	0.5785886290625192
0325-R	0.579570822636455	0.579796423957602
0326-L	0.5796316459667448	0.5798872092973892
0326-M	0.5806396982762566	0.580963293870249
0326-R	0.5811769948120564	0.5814926866974042
0327-L	0.5808849669026158	0.581225269139598
0327-M	0.5816722247205018	0.5821548975179657
0327-R	0.5824452710961666	0.5830354755919372
0328-L	0.5825354085943828	0.5831464815887971
0328-M	0.5831932481093924	0.5835694587341832
0328-R	0.5840853016787729	0.5843881146451677
0329-L	0.583882484514797	0.5841453462402818
0329-M	0.5839113295844003	0.5841904640917907
0329-R	0.5841108695279998	0.5843530138353946
0330-L	0.5840719304615253	0.5842892094224695
0330-M	0.5844256599784305	0.5847004806139838
0330-R	0.5846536191363778	0.5849093844464133
0331-L	0.5834736629395123	0.5835069399127006
0331-M	0.5824606566527538	0.5821277748922937
0331-R	0.5819971777753938	0.5816784507282063
0332-L	0.5808008704936206	0.5803106984161246
0332-M	0.5797733887649729	0.579398502070078
0332-R	0.5788744553978357	0.5783993085703161
0333-L	0.5767699106260149	0.5763153830135077
0333-M	0.5753859449267392	0.5750103453173653
0333-R	0.5733528391007634	0.5730962364058186
0334-L	0.5732863074382206	0.572916714818426
0334-M	0.5722258348315037	0.5716817079039302
0334-R	0.572370219616658	0.5717831329397316
Total	0.572370219616658	0.5717831329397316
